rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-1.02592715183094	4.07539976763259e-18	7.89340586573049e-17	0.556731048391829
BRCA	ZNF32|7580	1	mod3	-1.22608169482553	4.27841706028185e-13	2.76220610207671e-12	0.43307810052636
BRCA	ZNF18|7566	1	mod3	-1.09346873926101	4.5760544579579e-07	9.56811386663925e-07	0.240376235286392
BRCA	ZNF205|7755	1	mod3	-0.445167626470634	5.51763357233945e-06	9.95337820892608e-06	0.200047448392694
BRCA	ZNF747|65988	1	mod3	-0.993090646264724	8.04897204932534e-06	1.42404890103448e-05	0.193776547019451
BRCA	ZNF71|58491	1	mod3	-0.817345140191839	2.01300772302646e-05	3.41376424918772e-05	0.178388221223826
BRCA	ZNF768|79724	1	mod3	-0.53345033476917	2.02917137199638e-05	3.42539020593885e-05	0.178252953096411
COADREAD	ZNF32|7580	1	mod7	-0.628102274960725	1.38727242118435e-08	2.5525812549792e-06	0.7910490692081
COADREAD	ZNF781|163115	1	mod7	-0.80820376825783	2.52767366113397e-07	1.32883415328186e-05	0.725524994651937
COADREAD	ZFP1|162239	1	mod7	-0.735486582829598	2.37674269397097e-06	6.24743793843797e-05	0.661541044330466
COADREAD	ZNF583|147949	1	mod3	-1.29137420956978	8.20292681521433e-08	7.78180190180148e-06	0.647929871398611
COADREAD	ZNF34|80778	1	mod3	-1.04903867103785	1.90182671983326e-07	1.32883415328186e-05	0.626539599893546
COADREAD	ZNF354A|6940	1	mod3	-1.39025707078199	2.93373527149075e-07	1.34951822488574e-05	0.615025807903199
COADREAD	ZNF415|55786	1	mod3	-0.859511343616954	6.3229170680308e-07	2.38069857614603e-05	0.593779053550938
COADREAD	ZNF788|388507	1	mod3	-0.702079111564941	6.46928960909247e-07	2.38069857614603e-05	0.593128765274855
COADREAD	ZNF614|80110	1	mod3	-0.937731519531976	9.98613554341526e-07	3.34081625452438e-05	0.580601243073983
COADREAD	ZNF239|8187	1	mod3	-0.943585421668145	1.14981509927693e-06	3.5260996377826e-05	0.576453486143547
COADREAD	ZNF569|148266	1	mod3	-0.934786285360563	1.44543424037291e-06	4.09169077274794e-05	0.569638070338624
COADREAD	ZNF433|163059	1	mod3	-1.10963602128655	3.85751172847389e-06	8.87227697548994e-05	0.539187773038273
COADREAD	ZNF626|199777	1	mod3	-0.709999848501563	4.09887355246515e-06	8.87285569004221e-05	0.537239083602979
COADREAD	ZFP82|284406	1	mod3	-0.901795294350745	5.1681182917234e-06	9.89351444952557e-05	0.529723880030939
COADREAD	ZNF420|147923	1	mod3	-0.852860830509382	5.4702735970449e-06	9.89351444952557e-05	0.527864051850303
COADREAD	ZNF25|219749	1	mod3	-0.501797864721145	5.84933228783262e-06	9.89351444952557e-05	0.525662070491399
COADREAD	ZNF287|57336	1	mod3	-0.849532461753795	5.91460102960768e-06	9.89351444952557e-05	0.525296432550061
LUADLUSC	ZNF511|118472	1	mod7	-0.900829964837659	2.51582171768632e-13	2.72300703561343e-12	0.465359896106934
LUADLUSC	ZNF32|7580	1	mod7	-0.714384059391392	8.4574837620947e-12	6.93357671199111e-11	0.420470740174059
LUADLUSC	ZNF627|199692	1	mod7	-0.568196463126936	1.59595506448978e-07	7.07604173171374e-07	0.274739533493908
LUADLUSC	ZNF468|90333	1	mod7	-0.756088719619639	1.61374385870712e-05	5.82213470592371e-05	0.195469045622561
