rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-1.10601890678487	7.87181228686695e-23	7.24206730391759e-21	0.64845819843987
BRCA	ZNF32|7580	1	mod3	-1.33932622604643	2.09503169316166e-16	3.50441665037951e-15	0.517898485666335
BRCA	ZNF768|79724	1	mod3	-0.752144921311364	1.87765233934248e-10	9.59688973441711e-10	0.355137303648673
BRCA	ZNF205|7755	1	mod3	-0.579573718457852	5.71162955402329e-10	2.62734959485071e-09	0.339819052227619
BRCA	ZNF747|65988	1	mod3	-1.26173644984965	3.65929915285121e-09	1.3741041716829e-08	0.313476664922575
BRCA	ZNF394|84124	1	mod3	-1.14012747287708	9.39015388738164e-09	3.08533627728254e-08	0.299737989736998
BRCA	ZNF777|27153	1	mod3	-0.713248857551487	1.21983513975329e-07	3.27663745568767e-07	0.261062700460865
BRCA	ZNF71|58491	1	mod3	-0.95282755414811	3.88720904750534e-07	9.53661952987976e-07	0.242956380965227
BRCA	ZNF282|8427	1	mod3	-0.732670921866083	5.81276464354191e-07	1.38006283149898e-06	0.236579006041233
BRCA	ZNF584|201514	1	mod3	-1.38466407366377	1.37807291502898e-06	3.03671157323751e-06	0.222738860995608
BRCA	ZNF18|7566	1	mod7	-0.869293929752853	4.55092846197865e-05	8.29080036637695e-05	0.193060875571136
BRCA	ZNF174|7727	1	mod3	-0.966330202531173	3.76214062911529e-05	6.95712437946948e-05	0.167759388928032
CHOLLIHC	ZNF282|8427	1	mod3	-1.24852589595524	5.63694698850929e-09	6.9146549725714e-07	0.457472922294845
CHOLLIHC	ZNF768|79724	1	mod3	-0.814460509920459	1.85601280802061e-06	3.69687323378238e-05	0.336059221497658
COADREAD	ZNF511|118472	1	mod7	-0.949262631688134	1.38171893995249e-06	5.64969522113909e-05	0.678244503008567
LUADLUSC	ZNF511|118472	1	mod7	-0.789189362681979	1.01684932538899e-12	1.0394459770643e-11	0.447942462058329
LUADLUSC	ZNF32|7580	1	mod7	-0.543215510415696	2.44604728419826e-08	1.2678104233591e-07	0.304910986913307
