rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-1.04015896691158	3.6321972137816e-19	1.33664857467163e-16	0.5790181203601
BRCA	ZNF768|79724	1	mod3	-0.765754635268691	5.50987883934298e-11	8.44848088699257e-10	0.371627928179207
BRCA	ZNF32|7580	1	mod7	-0.998340302533805	6.90327066418664e-09	4.23400600736781e-08	0.351405026315984
BRCA	ZNF777|27153	1	mod3	-0.724010563336319	6.15169979107311e-08	2.48772035507132e-07	0.27157406883057
BRCA	ZNF205|7755	1	mod7	-0.491517522886115	1.33645958783361e-05	2.96275378507693e-05	0.216965703101659
BRCA	ZNF71|58491	1	mod7	-0.7813746107018	2.42856148227115e-05	5.0492125733095e-05	0.205385663436229
CHOLLIHC	ZNF282|8427	1	mod3	-1.21846006506991	3.38788485369566e-08	1.03895135513334e-06	0.422351861451872
LUADLUSC	ZNF511|118472	1	mod7	-0.688796198537305	3.97872512145691e-10	4.3063848373416e-09	0.367118805306762
LUADLUSC	ZNF32|7580	1	mod7	-0.534092592995885	1.12071405637585e-08	9.81958982729317e-08	0.317122620299163
LUADLUSC	ZNF627|199692	1	mod7	-0.460250093605021	1.05055318582316e-06	5.94774726742961e-06	0.243239284758229
PRAD	ZNF677|342926	1	mod3	-1.57010296555875	2.85799002467145e-09	1.75290054846516e-07	0.523924799286465
PRAD	ZNF583|147949	1	mod3	-1.55395268512328	2.41159629226478e-08	1.01651777204114e-06	0.480549363694129
PRAD	ZNF582|147948	1	mod6	-2.16945861356825	1.37052921541328e-07	4.20295626060071e-06	0.4715582897003
PRAD	ZNF761|388561	1	mod3	-0.391153716215589	2.00476884015166e-07	5.67503794750624e-06	0.43374287409429
PRAD	ZNF649|65251	1	mod3	-0.85618494066264	4.9523348558492e-07	1.13903701684531e-05	0.412560455409937
PRAD	ZNF860|344787	1	mod3	-0.761952546223052	5.53876613935029e-07	1.14603394855074e-05	0.409887841124353
PRAD	ZNF813|126017	1	mod2	-0.539212676861004	6.5238937470901e-07	1.26357520996271e-05	0.399550960591728
PRAD	ZNF613|79898	1	mod3	-0.594651653445407	3.70427913808493e-06	5.24297970313559e-05	0.362740443918483
PRAD	ZNF350|59348	1	mod3	-0.598797799580583	8.05991608218235e-06	9.97297213518431e-05	0.342471491640324
