rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.769625533342841	2.07757250344159e-18	1.52909336253301e-16	0.563056395247742
BRCA	ZNF32|7580	1	mod3	-0.86706143897112	1.43811470842031e-11	1.08005349530342e-10	0.389231263964
BRCA	ZNF768|79724	1	mod3	-0.524620023547479	4.70830311125707e-09	1.54701387941304e-08	0.309826842205218
BRCA	ZNF747|65988	1	mod3	-0.890095331862798	3.58849635234152e-08	9.36572097632398e-08	0.279754475290419
BRCA	ZNF205|7755	1	mod3	-0.388348093901871	5.38738732970075e-08	1.38640457155935e-07	0.273595399255391
BRCA	ZNF777|27153	1	mod3	-0.534930750413318	1.05343454279773e-07	2.53375105718671e-07	0.263326072570473
BRCA	ZNF584|201514	1	mod3	-1.00203133037442	3.17108045362557e-06	6.00670470879993e-06	0.209173096163142
BRCA	ZNF18|7566	1	mod7	-0.613388564211164	4.84273775593753e-05	7.85078191270931e-05	0.191833087244653
BRCA	ZNF282|8427	1	mod3	-0.467117999698591	2.85802561485814e-05	4.82455700122842e-05	0.1724437957171
LUADLUSC	ZNF511|118472	1	mod7	-0.513217231134075	3.837214428687e-09	3.53023727439204e-08	0.333566444902955
LUADLUSC	ZNF32|7580	1	mod7	-0.375414150635416	4.8134240670817e-07	2.53048579526581e-06	0.256430770926645
PRAD	ZNF689|115509	1	mod3	-0.586448923569915	4.26389525834837e-07	6.20726268647098e-05	0.41611714544202
