rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.868607271371299	7.52222645994088e-16	6.92044834314561e-14	0.50459477838863
BRCA	ZNF32|7580	1	mod3	-1.02564774755302	2.29081205470045e-11	3.66529928752071e-10	0.383183944458873
BRCA	ZNF768|79724	1	mod3	-0.642401753337189	1.43767935624398e-09	1.07987641278957e-08	0.326847841308873
BRCA	ZNF747|65988	1	mod3	-1.09604202775491	1.02533859131957e-08	6.39533223060343e-08	0.298442920539872
BRCA	ZNF777|27153	1	mod3	-0.574630877679987	2.39180845674536e-06	7.33487926735245e-06	0.213786128299203
BRCA	ZNF584|201514	1	mod3	-1.19225470955121	3.33515813652107e-06	9.81870555391804e-06	0.208345529826975
BRCA	ZNF205|7755	1	mod7	-0.444510076164741	4.1059080059547e-05	8.88692475081576e-05	0.195090606749385
BRCA	ZNF282|8427	1	mod3	-0.550702931968996	3.57533060344519e-05	7.92603410884234e-05	0.16862890362225
COADREAD	ZNF32|7580	1	mod3	-0.680894054120882	2.19152316954928e-08	4.03240263197067e-06	0.679117693951959
COADREAD	ZNF583|147949	1	mod2	-1.32957534296197	5.19270726308429e-08	6.3697209093834e-06	0.645980705791857
COADREAD	ZNF222|7673	1	mod2	-1.62933789787041	1.16529076887339e-07	8.57654005890818e-06	0.626051929930019
COADREAD	ZNF420|147923	1	mod3	-0.91768402332992	5.52638307072293e-07	2.54213621253255e-05	0.597584740452403
COADREAD	ZNF627|199692	1	mod3	-0.724553104977985	8.76782825411186e-07	3.5850675527924e-05	0.584394211904311
COADREAD	ZNF614|80110	1	mod3	-0.924645560755008	2.57439781403942e-06	8.61253086878643e-05	0.55197437901321
LUADLUSC	ZNF511|118472	1	mod7	-0.730660266015063	1.58558290791464e-09	1.32612388661952e-08	0.346845628375146
LUADLUSC	ZNF32|7580	1	mod7	-0.593604252403649	5.21313108303186e-09	4.08177072033133e-08	0.328903286863989
