rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-1.01477612026078	2.3595615247636e-16	9.64798490125559e-15	0.5166759113485
BRCA	ZNF32|7580	1	mod3	-1.16340611057412	6.2857890767033e-11	3.85528396704469e-10	0.369875384189588
BRCA	ZNF18|7566	1	mod7	-1.00499215390438	2.02863769931214e-06	3.86807602770397e-06	0.25259263878255
BRCA	ZNF768|79724	1	mod3	-0.62549115270793	7.52399319612801e-07	1.57319857737222e-06	0.232464389360262
BRCA	ZNF205|7755	1	mod3	-0.448968577411767	8.42706936092918e-06	1.46974479849381e-05	0.193011463307426
BRCA	ZNF747|65988	1	mod3	-0.994159475404882	1.42583408041485e-05	2.39592210772907e-05	0.184204775202377
BRCA	ZNF777|27153	1	mod2	-0.585127424894312	2.52430871613776e-05	4.05653103728689e-05	0.172858413825505
BRCA	ZNF584|201514	1	mod3	-1.20727244036548	5.82603479527154e-05	8.78680657647512e-05	0.160264957484162
KICHKIRCKIRP	ZSCAN21|7589	1	mod3	-0.479925420536372	1.54241697722514e-05	9.00967377172782e-05	0.142531992996693
LUADLUSC	ZNF511|118472	1	mod7	-0.547879777859459	5.03074185234371e-06	2.23049759236444e-05	0.21615235126551
