rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.905664041141053	6.82294863880102e-18	1.25542254953939e-15	0.551832364086266
BRCA	ZNF32|7580	1	mod3	-1.03463855488388	1.137809984006e-11	1.93111414746704e-10	0.392252071583194
BRCA	ZNF768|79724	1	mod3	-0.696521339705416	1.77214652400359e-11	2.60859968333328e-10	0.386525478577384
BRCA	ZNF205|7755	1	mod3	-0.520265105807632	3.2719679205791e-10	3.54142410227385e-09	0.347532792092041
BRCA	ZNF747|65988	1	mod3	-1.15077473007437	1.07551743885253e-09	9.65342481701784e-09	0.330951677701792
BRCA	ZNF777|27153	1	mod3	-0.659727004767794	2.80406457414217e-08	1.61233713013175e-07	0.283470072430914
BRCA	ZNF282|8427	1	mod3	-0.662752522029257	3.26963362237067e-07	1.25335955524209e-06	0.24568413027042
BRCA	ZNF71|58491	1	mod3	-0.831355819792339	6.52375956419273e-07	2.20251699047975e-06	0.234741357624716
BRCA	ZNF584|201514	1	mod3	-1.18261462504544	3.79808887166933e-06	1.03533089242542e-05	0.206209976154107
BRCA	ZNF394|84124	1	mod3	-0.764025151232038	3.14213495105313e-05	6.60746092564316e-05	0.170830855130968
BRCA	ZNF213|7760	1	mod3	-0.566652037783989	3.85278416465612e-05	7.87680318107473e-05	0.167352692650188
BRCA	ZNF746|155061	1	mod3	-0.850403987182478	4.45370973125988e-05	8.90741946251975e-05	0.164873556284871
ESCASTAD	ZNF215|7762	1	mod2	-0.780516802321362	2.24979785783998e-07	4.13962805842556e-05	0.483855971211431
KICHKIRCKIRP	ZNF583|147949	1	mod3	-0.38946604511402	6.91576058064389e-06	3.58450689250275e-05	0.153274904957134
KICHKIRCKIRP	ZSCAN21|7589	1	mod3	-0.482433368451471	8.46866728108668e-06	4.15773598252799e-05	0.150571393813697
LUADLUSC	ZNF511|118472	1	mod7	-0.557044281605342	1.25931343088595e-07	9.65473630345898e-07	0.278615313113248
LUADLUSC	ZNF32|7580	1	mod7	-0.407703305724931	5.54926061485158e-06	2.91732558037911e-05	0.214428728415985
