rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.72225803437162	2.38809195329508e-14	2.74630574628934e-13	0.466779891747806
BRCA	ZNF18|7566	1	mod7	-0.789211273065732	2.57584332189248e-07	4.73955171228216e-07	0.289960726870981
BRCA	ZNF32|7580	1	mod3	-0.751961022308853	4.73077324209803e-08	9.66047667991041e-08	0.275570704638702
BRCA	ZNF25|219749	1	mod7	-0.394495505198155	1.63323438800492e-05	2.41377612363779e-05	0.213093147018929
BRCA	ZFP92|139735	1	mod7	-0.459165155823073	5.24081235687847e-05	7.25044717041833e-05	0.19027037398176
BRCA	ZNF768|79724	1	mod3	-0.417245984913342	1.40273171952549e-05	2.10696029708319e-05	0.184479478883993
BRCA	ZNF205|7755	1	mod3	-0.310692480651129	4.46247285745263e-05	6.24406848495273e-05	0.164839897122555
BRCA	ZNF747|65988	1	mod3	-0.700151628470919	4.98619190333115e-05	6.92422120915421e-05	0.162938088760041
LUADLUSC	ZNF511|118472	1	mod7	-0.475526499561686	5.38106602442318e-07	3.41419361549608e-06	0.254559156761171
LUADLUSC	ZNF32|7580	1	mod7	-0.354007274508733	1.07728701829837e-05	5.01824838903547e-05	0.202690135020632
LUADLUSC	ZNF468|90333	1	mod7	-0.538894972665075	1.6630530085025e-05	7.55559885344346e-05	0.194929114295376
PRAD	ZNF689|115509	1	mod3	-0.690279236599716	6.09211835149047e-12	2.24189955334849e-09	0.630227870362924
