rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-1.02224136704742	4.17043959071291e-19	9.02777511401382e-18	0.577774649042646
BRCA	ZNF32|7580	1	mod3	-1.29791781289541	5.81890796747438e-16	7.93095604455768e-15	0.507295461180753
BRCA	ZNF205|7755	1	mod3	-0.505172009295623	7.1485719917603e-08	1.8657265907573e-07	0.269279697781953
BRCA	ZNF394|84124	1	mod3	-1.01339891438282	3.00792425540209e-07	6.87525544091906e-07	0.246996349326943
BRCA	ZNF71|58491	1	mod3	-0.936428095157709	3.46687664979832e-07	7.82705893942198e-07	0.244761587104009
BRCA	ZNF747|65988	1	mod3	-1.08044228972973	4.75935518470827e-07	1.06795287071503e-06	0.239753946180204
BRCA	ZNF768|79724	1	mod3	-0.557667963965579	4.44245004173105e-06	9.03216362075705e-06	0.20362885880462
BRCA	ZNF18|7566	1	mod3	-0.977563842898811	5.26577085527115e-06	1.06472729381307e-05	0.200820586199178
BRCA	ZNF746|155061	1	mod3	-1.0046517665917	1.06451221591256e-05	2.0948689596568e-05	0.189108128101908
KICHKIRCKIRP	ZNF511|118472	1	mod7	-0.423531217082535	2.02709408870522e-06	1.40749174461042e-05	0.186242631933811
LUADLUSC	ZNF32|7580	1	mod7	-0.727980537420744	1.4737839402557e-14	2.58263090482903e-13	0.499109888235678
LUADLUSC	ZNF511|118472	1	mod7	-0.86593904953098	2.82864953998574e-14	4.52583926397718e-13	0.491543913807288
LUADLUSC	ZNF627|199692	1	mod7	-0.597159923351137	1.58103240990305e-09	1.14082338596926e-08	0.34688840194813
LUADLUSC	ZNF468|90333	1	mod7	-0.745656009236347	4.70758719022581e-06	1.86278718925064e-05	0.217317093262225
LUADLUSC	ZNF613|79898	1	mod7	-0.996697498903553	8.25008716761051e-06	3.09799191600068e-05	0.207428719961066
THCA	ZNF768|79724	1	mod11	-0.914794175290659	2.51268485030877e-06	2.80202431792009e-05	0.35504070291295
