rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.966187252134245	1.72227033228542e-18	3.01807372514778e-17	0.564801289583944
BRCA	ZNF32|7580	1	mod3	-1.17635183241915	6.12621253421466e-14	3.52257220717343e-13	0.455997594657987
BRCA	ZNF18|7566	1	mod7	-1.0832903268392	5.984618632697e-08	1.28043003304215e-07	0.315359851115034
BRCA	ZNF768|79724	1	mod3	-0.557372638889056	1.39104389032031e-06	2.52169532826538e-06	0.2225874733284
BRCA	ZNF71|58491	1	mod3	-0.849826850455918	1.57428629502354e-06	2.81231726489643e-06	0.220585408895076
BRCA	ZNF747|65988	1	mod3	-0.949609291808099	4.71029551848708e-06	7.80805743605065e-06	0.202662791296217
BRCA	ZNF205|7755	1	mod3	-0.418101228408502	4.95057880162363e-06	8.13309374552454e-06	0.201841020985749
BRCA	ZNF584|201514	1	mod3	-1.22304918511687	6.11641684578647e-06	9.87211140021676e-06	0.198340398504665
HNSC	ZNF747|65988	1	mod2	-2.44131171433983	1.28361561044651e-07	1.57456848214772e-05	0.50614650345671
HNSC	ZNF496|84838	1	mod3	-1.31282049704184	1.9852264139397e-07	1.82640830082452e-05	0.504377858637261
HNSC	ZNF275|10838	1	mod3	-0.964132905900833	8.43785830097981e-07	3.45014650528952e-05	0.467155367673886
HNSC	ZNF154|7710	1	mod2	-1.00945875693674	9.49053557976478e-07	3.49251709335344e-05	0.455499963539759
LUADLUSC	ZNF511|118472	1	mod7	-0.83883893290779	2.56839098480663e-13	2.42350739079189e-12	0.465105946690813
LUADLUSC	ZNF32|7580	1	mod7	-0.638332054937093	9.87103738152095e-11	6.72692917851798e-10	0.386951918905257
LUADLUSC	ZNF468|90333	1	mod7	-0.71488910918219	1.15693584327687e-05	3.87047627568989e-05	0.201419384799644
LUADLUSC	ZNF627|199692	1	mod7	-0.443353171977803	1.87195498002354e-05	5.97694767340138e-05	0.192803615001205
