rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.821157776985022	5.17940996224496e-17	1.05890159228119e-15	0.532041168597499
BRCA	ZNF32|7580	1	mod3	-0.891526505207426	5.03706516232488e-10	1.40427271192088e-09	0.341566719314535
BRCA	ZNF18|7566	1	mod7	-0.876265176083936	3.88495958562646e-07	6.87339003610835e-07	0.282656370339569
BRCA	ZNF768|79724	1	mod3	-0.444338845046792	1.40241729601784e-05	2.05613372483891e-05	0.184483248222606
BRCA	ZNF747|65988	1	mod3	-0.772434632969009	2.47698744979487e-05	3.54681471410316e-05	0.174874517329987
BRCA	ZNF205|7755	1	mod3	-0.32873325103313	5.04868447966123e-05	6.9584864738402e-05	0.162724430899892
BRCA	ZNF71|58491	1	mod3	-0.635358320455673	5.64915042083571e-05	7.67117105117174e-05	0.16079490093743
BRCA	ZNF584|201514	1	mod3	-0.95508782822486	6.74846977703574e-05	9.09683838076612e-05	0.15773530200421
LUADLUSC	ZNF511|118472	1	mod7	-0.596974746606601	6.80817012352359e-09	4.81808962587823e-08	0.324816201351693
LUADLUSC	ZNF32|7580	1	mod7	-0.460096351807406	1.373340981491e-07	8.02205525696331e-07	0.277199412598407
LUADLUSC	ZNF468|90333	1	mod7	-0.624679291302942	6.34645247488964e-06	2.78035060804689e-05	0.212065074952244
LUADLUSC	ZNF627|199692	1	mod7	-0.373079838259732	2.4091936376206e-05	9.39498566134331e-05	0.18825656123418
