rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.773037592849365	3.69397805004243e-20	1.94197703202231e-18	0.59906955029071
BRCA	ZNF32|7580	1	mod3	-0.894783290437868	3.04725203519911e-13	2.54861079307562e-12	0.437146252449086
BRCA	ZNF768|79724	1	mod3	-0.510155256804224	4.99422383803056e-09	1.31276740885375e-08	0.308970563218141
BRCA	ZNF747|65988	1	mod3	-0.862559589666195	4.28980950151705e-08	9.86656185348922e-08	0.277054538356706
BRCA	ZNF205|7755	1	mod3	-0.372320579131217	9.32322773994084e-08	2.0182045931166e-07	0.265206139715511
BRCA	ZNF18|7566	1	mod7	-0.714768210571702	1.0348610746197e-06	1.99386845790603e-06	0.264968214222602
BRCA	ZNF584|201514	1	mod3	-0.996146619084914	1.84540738093289e-06	3.41261264413721e-06	0.218008190765843
BRCA	ZNF777|27153	1	mod3	-0.465295787579923	2.99547744193534e-06	5.35823124578912e-06	0.210106763206359
LUADLUSC	ZNF511|118472	1	mod7	-0.558012283897002	9.9559080917083e-10	7.47709015867072e-09	0.3537372312162
LUADLUSC	ZNF32|7580	1	mod7	-0.425258741224268	4.51850111606977e-08	2.76362855540184e-07	0.295167620943897
LUADLUSC	ZNF468|90333	1	mod7	-0.528887481128569	2.25210046890526e-05	8.72392602691722e-05	0.18947372662585
PRAD	ZNF689|115509	1	mod3	-0.512357959410799	1.2576350606684e-08	2.31404851162985e-06	0.49417867473251
