rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.689002559266761	6.9054326970284e-12	2.54119923250645e-10	0.398644645747176
BRCA	ZNF205|7755	1	mod3	-0.492662157746886	1.46746399308542e-11	4.90933408595849e-10	0.388970037120937
BRCA	ZNF32|7580	1	mod3	-0.864863627803101	4.84684198840871e-10	9.38756764070739e-09	0.342101157080184
BRCA	ZNF768|79724	1	mod3	-0.584761791839327	5.61897609142669e-10	1.03389160082251e-08	0.340046725111573
BRCA	ZNF777|27153	1	mod3	-0.635695144920399	1.27854458563621e-09	1.91272917149479e-08	0.328509420221809
BRCA	ZNF282|8427	1	mod3	-0.673878293012811	2.85838153923628e-09	4.04570925553443e-08	0.317036020226122
BRCA	ZNF747|65988	1	mod3	-0.96525222303573	1.73773625078375e-08	1.7283430818606e-07	0.290627644354442
BRCA	ZNF746|155061	1	mod3	-0.994612471488187	3.19615876489392e-08	2.86874737922186e-07	0.281500764311291
BRCA	ZNF394|84124	1	mod3	-0.799994373956726	6.9316520666352e-07	4.11427090406734e-06	0.233774004572837
BRCA	ZNF837|116412	1	mod3	-0.39864925340982	1.44803223427866e-06	8.19809018791613e-06	0.221938367996063
BRCA	ZNF71|58491	1	mod3	-0.704660305791409	2.92487866965863e-06	1.60650052303638e-05	0.210497378815802
BRCA	ZNF213|7760	1	mod3	-0.559295435631824	4.47865584937386e-06	2.32133148249236e-05	0.203494976109682
BRCA	ZNF446|55663	1	mod3	-0.393860259152656	1.72405841819319e-05	7.29256894132292e-05	0.181005563579882
BRCA	ZNF174|7727	1	mod3	-0.796000253907872	1.79528899286992e-05	7.46243591155785e-05	0.180322335184379
LUADLUSC	ZNF511|118472	1	mod7	-0.639144613660857	9.4964885748859e-08	5.54715523104446e-07	0.283208062733056
LUADLUSC	ZNF32|7580	1	mod7	-0.507926724251135	4.66172466169748e-07	2.31826307500631e-06	0.256967640476162
