rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.990118137165054	1.20831515387288e-12	6.09123255650984e-12	0.420453641104365
BRCA	ZNF32|7580	1	mod3	-1.16031718639718	3.41023998506415e-09	9.52942061607986e-09	0.314494132569755
BRCA	ZNF18|7566	1	mod3	-1.296939038795	5.18128999004491e-08	1.23812643917956e-07	0.274188731866874
BRCA	ZNF71|58491	1	mod2	-0.949345491554226	7.43728336706663e-06	1.28493909815987e-05	0.193222418867894
COADREAD	ZNF32|7580	1	mod3	-0.531063493865558	5.63828246491503e-07	3.45814657848122e-05	0.597020347920777
HNSC	ZNF511|118472	1	mod7	-1.42422083605689	4.16431053897903e-09	1.53246627834428e-06	0.665451667406738
KICHKIRCKIRP	ZNF511|118472	1	mod7	-0.442632335111779	1.8118004208786e-05	7.57661994185597e-05	0.154493189318876
LUADLUSC	ZNF511|118472	1	mod7	-0.767120450815234	4.00215911024115e-11	3.7763962886378e-10	0.399477952595018
LUADLUSC	ZNF32|7580	1	mod7	-0.628154499053487	1.14829710290568e-10	9.39051853042865e-10	0.384828834992342
LUADLUSC	ZNF627|199692	1	mod7	-0.503843896656092	5.01929287937558e-07	2.49608078325705e-06	0.255728126126561
LUADLUSC	ZNF613|79898	1	mod7	-0.941730389379348	1.9830091966486e-05	8.29258391325776e-05	0.191766764379841
LUADLUSC	ZNF468|90333	1	mod7	-0.68456151084393	2.22658709220562e-05	8.90634836882247e-05	0.189679247403294
PRAD	ZNF883|169834	1	mod3	-0.828293035508594	4.42397014470703e-09	2.03502626656523e-07	0.515333627049604
PRAD	ZNF287|57336	1	mod3	-1.38779193659826	1.40281134899953e-06	3.22646610269892e-05	0.387251773670935
THCA	ZNF768|79724	1	mod11	-1.08353333301269	1.43758168420181e-06	1.93508863103986e-05	0.368588811333487
